2665176080, 2665176079, 3.074, 0.41
8773147, 1226077010, 12.037, 5.417
8773151, 8773152, 11.878, 3.054
8773150, 8773151, 11.711, 3.011
8773148, 8773149, 7.02, 1.805
8773149, 8773150, 13.831, 3.556
2665176079, 8773169, 24.315, 3.109
8773169, 2665176079, 24.315, 5.472
2665176079, 2665176080, 3.074, 0.738
2665176080, 8773157, 20.372, 4.889
5892741647, 633689810, 9.716, 1.666
5892741650, 2817743387, 10.955, 2.32
5892741650, 5892741647, 0, 0
633689810, 5892741647, 9.716, 2.057
5892741647, 5892741650, 0, 0
8773157, 2665176080, 20.372, 2.716
2817743387, 5892741650, 10.955, 1.878
2817743387, 2649825724, 8.857, 1.876
2649825724, 633689811, 17.073, 3.615
2649825724, 2817743387, 8.857, 1.518
633689811, 2649825724, 17.073, 2.927
633406913, 633689811, 131.878, 22.608
633406913, 628213248, 77.118, 10.282
633689811, 633406913, 131.878, 27.927
1226077010, 8773148, 8.926, 4.017
628213248, 633689812, 8.662, 1.155
633689812, 628213248, 8.662, 1.199
628213248, 633406913, 77.118, 9.573
628213210, 1226076706, 17.718, 2.362
1226076706, 628213213, 12.138, 1.618
628213210, 633689812, 58.511, 8.102
1226076706, 628213210, 17.718, 2.453
628213213, 1226076706, 12.138, 1.681
628213213, 1226076796, 28.308, 3.774
633689812, 628213210, 58.511, 7.801
1226076796, 628213213, 28.308, 3.92
8773180, 2665176059, 12.071, 1.174
2665176059, 8773180, 12.071, 3.104
8773177, 8773180, 15.182, 1.477
8773177, 1604236113, 16.608, 4.271
1604236113, 8773177, 16.608, 1.616
8773180, 8773177, 15.182, 3.904
8773174, 8773175, 27.214, 2.648
8773175, 1604236113, 16.12, 1.568
8773175, 8773174, 27.214, 6.998
1604236113, 8773175, 16.12, 4.145
2665176067, 2651099964, 11.349, 2.918
8773173, 2651099964, 19.659, 1.913
2651099964, 2665176067, 11.349, 1.104
2651099964, 8773173, 19.659, 5.055
2665176067, 8773174, 11.493, 1.118
8773174, 2665176067, 11.493, 2.955
8773173, 2665176070, 18.235, 4.689
2665176070, 8773173, 18.235, 1.774
2665176070, 8773172, 17.839, 4.587
1604236130, 8773172, 17.379, 1.691
8773171, 1604236130, 18.658, 1.815
8773172, 2665176070, 17.839, 1.736
8773171, 8773169, 33.153, 8.525
1604236130, 8773171, 18.658, 4.798
8773204, 8773203, 76.057, 9.442
8773172, 1604236130, 17.379, 4.469
8773203, 2664395124, 20.759, 2.577
8773169, 8773171, 33.153, 3.226
2664395124, 4353347462, 11.494, 1.427
4353347462, 8773202, 10.872, 1.35
8773201, 8773200, 41.481, 5.149
8773202, 8773201, 32.729, 4.063
8773200, 1402783465, 15.297, 1.899
1402783465, 8773199, 14.424, 1.791
8773199, 1226014304, 11.048, 1.371
8773198, 1402783464, 14.745, 2.949
1402783464, 2664395108, 11.484, 2.297
2664395108, 8773197, 6.008, 1.202
1226014304, 8773198, 14.345, 2.869
8773197, 2664395109, 10.656, 2.131
323998017, 1134627167, 10.191, 1.834
1162512650, 2669530535, 8.825, 1.588
1134627167, 1402783446, 8.902, 1.602
1402783446, 1162512650, 8.874, 1.597
2669530470, 1402783439, 29.722, 5.35
2669530535, 2669530470, 88.159, 15.869
1402783439, 2669530443, 6.457, 1.162
2669530443, 2670891887, 0, 0
2670891887, 2669530437, 10.994, 1.986
2669530437, 1134626936, 12.472, 2.245
1134626936, 2669530431, 1.915, 0.345
2669530431, 1134627000, 6.92, 1.246
2665065821, 8773194, 16.115, 1.871
2664395122, 2665065821, 18.427, 2.14
8773194, 2665065821, 16.115, 1.527
2665065821, 2664395122, 18.427, 1.746
3151595296, 8773760, 10.662, 2.953
2834526943, 3151595296, 0, 0
3151595296, 2834526943, 0, 0
2834526943, 3151595297, 28.002, 7.201
8773760, 3151595296, 10.662, 2.742
8773761, 5893612068, 6.631, 1.836
3151595297, 8773761, 13.66, 3.513
6053250142, 2834526496, 23.834, 6.6
3151595297, 2834526943, 28.002, 7.754
5893612068, 6053250139, 1.665, 0.461
6053250139, 6053250142, 109.086, 30.208
8773761, 903612835, 38.365, 12.556
2834526496, 8773762, 7.434, 2.059
903612835, 8773761, 38.365, 13.812
8773761, 3151595297, 13.66, 3.783
903612835, 3151595299, 28.222, 16.933
8773766, 2834526930, 16.515, 6.606
3151595299, 903612835, 28.222, 9.236
3151595299, 3151595300, 0, 0
3151595300, 3151595299, 0, 0
8773765, 3151595300, 14.268, 4.669
6053444793, 2873879931, 2.75, 1.238
2873879931, 3151595307, 93.277, 41.975
3151595308, 867003980, 6.738, 3.032
8773768, 3151595287, 10.55, 2.11
3151595287, 3151595288, 0, 0
3151595300, 8773765, 14.268, 8.561
3151595287, 8773768, 10.55, 3.165
3151595288, 3151595287, 0, 0
3151595290, 3151595288, 26.488, 7.946
3151595288, 3151595290, 26.488, 5.298
3151595290, 769872437, 8.076, 1.615
3151595307, 3151595308, 0, 0
769872437, 3151595290, 8.076, 2.423
3151595291, 3151595294, 28.598, 5.419
3151595291, 769872437, 11.3, 3.39
3151595294, 3151595291, 28.598, 8.579
769872437, 3151595291, 11.3, 2.141
3151595295, 8773760, 11.444, 2.168
3151595294, 3151595295, 0, 0
3151595295, 3151595294, 0, 0
8773760, 3151595295, 11.444, 3.433
3151595302, 3151595301, 20.644, 4.955
8773770, 3151595302, 9.903, 2.377
3151595301, 8773765, 21.812, 5.235
3151595302, 8773770, 9.903, 2.971
8773770, 3151595303, 8.662, 1.299
8773765, 3151595301, 21.812, 6.544
